# ----------------------------------------,,,,,,,
# cornellsun.com,,,,,,,
# Demographics: Age,,,,,,,
# 20161108-20171129,,,,,,,
# ----------------------------------------,,,,,,,
,,Total,18-24,25-34,45-54,35-44,55-64
25-34,"""6-Time Olympic Medalist Aly Raisman to Speak at Cornell | The Cornell Daily Sun""",369,0,369,0,0,0
25-34,"""AEM Professor Remembered as ‰Û÷Cherished Friend to All‰Ûª | The Cornell Daily Sun""",369,0,369,0,0,0
25-34,"""Cuomo‰Ûªs Free Tuition Plan Will Apply to Cornell‰Ûªs Contract Colleges, But With a Caveat | The Cornell Daily Sun""",369,0,369,0,0,0
25-34,"""Hedge Fund Run by Seth Klarman ‰Ûª79 Owns Nearly $1 Billion in Puerto Rican Debt | The Cornell Daily Sun""",369,0,369,0,0,0
25-34,"""Male Graduate Sues Cornell, Saying Investigator Discriminated Against Him Based on Religion, Ethnicity, Sex | The Cornell Daily Sun""",369,0,369,0,0,0
25-34,"""Students Clash Over Morality of Meat Consumption | The Cornell Daily Sun""",369,0,369,0,0,0
25-34,"""Vengalattore v. Cornell: A Timeline | The Cornell Daily Sun""",369,0,369,0,0,0
25-34,"""X Ambassadors Bringing Music Festival to Ithaca This Fall | The Cornell Daily Sun""",369,0,369,0,0,0
35-44,"""Cornell Law Prof‰Ûªs Lecture on Hate Speech at Vassar Causes Uproar | The Cornell Daily Sun""",369,0,0,0,369,0
35-44,"""Washington City Council Candidate Accused of Lying About Cornell Degree | The Cornell Daily Sun""",369,0,0,0,369,0
45-54,"""Students Clash Over Morality of Meat Consumption | The Cornell Daily Sun""",369,0,0,369,0,0
55-64,"""CALS Student Remembered as Leader of LGBTQ, Latinx Communities | The Cornell Daily Sun""",369,0,0,0,0,369
18-24,"""‰Û÷Cornell Beach‰Ûª Sprouts Up on Arts Quad for Spring | The Cornell Daily Sun""",362,362,0,0,0,0
18-24,"""BANKS | I Suppose I Have No Choice Now | The Cornell Daily Sun""",362,362,0,0,0,0
18-24,"""Computer Science Growth a ‰Û÷Phenomenon‰Ûª at Cornell | The Cornell Daily Sun""",362,362,0,0,0,0
18-24,"""Cornell Now Has More Active Title IX Investigations than Any Other University | The Cornell Daily Sun""",362,362,0,0,0,0
18-24,"""Ithaca Man Accused of Theft, Multiple Campus Trespasses Turns Himself In | The Cornell Daily Sun""",362,362,0,0,0,0
18-24,"""SEX ON THURSDAYS | A Guide to DILFing | The Cornell Daily Sun""",362,362,0,0,0,0
18-24,"""University Assembly Committee to Consider ‰Û÷Hate Speech‰Ûª Clause After 250 Pack Meeting in Protest | The Cornell Daily Sun""",362,362,0,0,0,0
25-34,"""After Years of Complaints and Litigation, Cornell‰Ûªs Policy 6.4 Still Stands | The Cornell Daily Sun""",362,0,362,0,0,0
25-34,"""Beijing Jianbing ‰ÛÓ Chinese Street Food Comes to Ithaca | The Cornell Daily Sun""",362,0,362,0,0,0
25-34,"""Cornell Graduate Making Run to Represent Collegetown at County Level | The Cornell Daily Sun""",362,0,362,0,0,0
25-34,"""GUEST ROOM | Why I Eat Meat | The Cornell Daily Sun""",362,0,362,0,0,0
25-34,"""Josh Peck Talks Jewish Identity, Working on ‰ÛÏDrake and Josh‰Ûù | The Cornell Daily Sun""",362,0,362,0,0,0
35-44,"""Cornell Food Lab Conducting Internal Review After Report Alleging 150 Data Inconsistencies | The Cornell Daily Sun""",362,0,0,0,362,0
35-44,"""Cornell Hillel to Host ‰Û÷How I Met Your Mother‰Ûª Star | The Cornell Daily Sun""",362,0,0,0,362,0
35-44,"""Nor‰Ûªeaster Expected to Drop Up to 15 Inches of Snow on Ithaca | The Cornell Daily Sun""",362,0,0,0,362,0
45-54,"""AEM Professor Remembered as ‰Û÷Cherished Friend to All‰Ûª | The Cornell Daily Sun""",362,0,0,362,0,0
45-54,"""Student Assembly Narrowly Votes Down Resolution to Increase Faculty ‰Û÷Ideological Diversity‰Ûª | The Cornell Daily Sun""",362,0,0,362,0,0
45-54,"""Wings Over Ithaca to Open in Collegetown This Week | The Cornell Daily Sun""",362,0,0,362,0,0
55-64,"""Cornell Makes Top Ten in Wall Street Journal Rankings for Best Colleges | The Cornell Daily Sun""",362,0,0,0,0,362
55-64,"""Mother of Accused Walmart Murderer Requests Guardianship, Power to Make Legal Decisions | The Cornell Daily Sun""",362,0,0,0,0,362
55-64,"""The Solar Eclipse: What To Expect, Safety Tips, And More | The Cornell Daily Sun""",362,0,0,0,0,362
18-24,"""EDITORIAL: In Defense of Mitch McBride | The Cornell Daily Sun""",355,355,0,0,0,0
18-24,"""HUBSHER | Not My Turn to Talk | The Cornell Daily Sun""",355,355,0,0,0,0
18-24,"""Hundreds ‰Û÷Take a Knee‰Ûª to Support Athletes and Cornell Students Fighting Racism | The Cornell Daily Sun""",355,355,0,0,0,0
18-24,"""MORADI | Tables of Zeus: A Discourse | The Cornell Daily Sun""",355,355,0,0,0,0
25-34,"""Anti-Semitic Posters Appear at Cornell Advertising Apparently Fake Hate Group | The Cornell Daily Sun""",355,0,355,0,0,0
25-34,"""Black Lives Matter Protests Racial ‰Û÷Trumpism‰Ûª | The Cornell Daily Sun""",355,0,355,0,0,0
25-34,"""Cornell Fraternity Plans to Bounce Their Way to a Guinness World Record | The Cornell Daily Sun""",355,0,355,0,0,0
25-34,"""Ithaca Rated Top College Town in United States | The Cornell Daily Sun""",355,0,355,0,0,0
25-34,"""JAIN | Retracting a Former Column | The Cornell Daily Sun""",355,0,355,0,0,0
25-34,"""Morgan Withdraws From NBA Draft Having Heard From 3 Teams | The Cornell Daily Sun""",355,0,355,0,0,0
35-44,"""15 Cornellians Named to Forbes‰Ûª 30 under 30 | The Cornell Daily Sun""",355,0,0,0,355,0
35-44,"""Fifty Shades Darker Deserves a Little More Punishment | The Cornell Daily Sun""",355,0,0,0,355,0
35-44,"""Man Accused of Shooting, Running Over UPS Driver Is in Custody After 5-Hour Standoff | The Cornell Daily Sun""",355,0,0,0,355,0
35-44,"""Police Arrest 2 Suspected of Cornell Campus Backpack Thefts | The Cornell Daily Sun""",355,0,0,0,355,0
35-44,"""Union Election Results Too Close to Call | The Cornell Daily Sun""",355,0,0,0,355,0
45-54,"""70 Cornell Professors Protest Drexel‰Ûªs Suspension of its Professor | The Cornell Daily Sun""",355,0,0,355,0,0
45-54,"""Cornell Law Prof‰Ûªs Lecture on Hate Speech at Vassar Causes Uproar | The Cornell Daily Sun""",355,0,0,355,0,0
45-54,"""Former Cornell Fraternity President Sentenced to Probation for Sex Offense | The Cornell Daily Sun""",355,0,0,355,0,0
45-54,"""GUEST ROOM | Cornell Freshmen, Rush! | The Cornell Daily Sun""",355,0,0,355,0,0
55-64,"""Cornell Alumnus, HBO Producer Sent to Prison for Role in Doctor‰Ûªs Death | The Cornell Daily Sun""",355,0,0,0,0,355
55-64,"""Cornell Dairy to Make Memes Into Reality With Joe Biden-Themed Ice Cream | The Cornell Daily Sun""",355,0,0,0,0,355
55-64,"""Cornell Suspends Third Fraternity in Just Over One Month | The Cornell Daily Sun""",355,0,0,0,0,355
18-24,"""Co-Creator of Rick and Morty Dan Harmon Reflects on Success, Storytelling | The Cornell Daily Sun""",348,348,0,0,0,0
18-24,"""Cornell Graduate Making Run to Represent Collegetown at County Level | The Cornell Daily Sun""",348,348,0,0,0,0
18-24,"""Cornell President Launches Initiatives After Black Student Says He Was Called N-Word, Assaulted | The Cornell Daily Sun""",348,348,0,0,0,0
18-24,"""Cornell, Union File Grievances on Opening Day of Voting | The Cornell Daily Sun""",348,348,0,0,0,0
18-24,"""Fifty Shades Darker Deserves a Little More Punishment | The Cornell Daily Sun""",348,348,0,0,0,0
18-24,"""JOHN: Rethinking Sex-Positivity | The Cornell Daily Sun""",348,348,0,0,0,0
18-24,"""LETTER TO THE EDITOR | Psi Upsilon Has Been Punished Enough | The Cornell Daily Sun""",348,348,0,0,0,0
18-24,"""The Best Burgers in Ithaca and Where to Find Them | The Cornell Daily Sun""",348,348,0,0,0,0
18-24,"""Two Shot at Ithaca Gas Station, Police Say | The Cornell Daily Sun""",348,348,0,0,0,0
25-34,"""Co-Creator of Rick and Morty Dan Harmon Reflects on Success, Storytelling | The Cornell Daily Sun""",348,0,348,0,0,0
25-34,"""Creator of Balance Bracelet, Steven Izen ‰Ûª13 Named on Forbes‰Ûª 30 Under 30 | The Cornell Daily Sun""",348,0,348,0,0,0
25-34,"""Dean Stunned in Finals as Wrestling Fails to Meet Goals at NCAAs | The Cornell Daily Sun""",348,0,348,0,0,0
25-34,"""Former Student Pleads Not-Guilty to Federal Gun Charges | The Cornell Daily Sun""",348,0,348,0,0,0
25-34,"""Prof. Johnson Remembered as Passionate, Caring, ‰Û÷a Professor‰Ûªs Professor‰Ûª | The Cornell Daily Sun""",348,0,348,0,0,0
35-44,"""Cornell Student Remembered for Her ‰Û÷Passion for Inclusivity‰Ûª | The Cornell Daily Sun""",348,0,0,0,348,0
35-44,"""Judge Halts Suspension After Student Alleges ‰Û÷Perverse and Bizarre‰Ûª Title IX Outcome | The Cornell Daily Sun""",348,0,0,0,348,0
35-44,"""Winter Storm Stella Closes Cornell Campus | The Cornell Daily Sun""",348,0,0,0,348,0
45-54,"""161 Things Every Cornellian Should Do | The Cornell Daily Sun""",348,0,0,348,0,0
55-64,"""Man Arrested by ICE in Ithaca Must Remain in Marshals‰Ûª Custody, Judge Rules | The Cornell Daily Sun""",348,0,0,0,0,348
55-64,"""Photos: Students Shred, Sled to Celebrate Cornell‰Ûªs First Snow Day Since ‰Ûª07 | The Cornell Daily Sun""",348,0,0,0,0,348
65+,"""Joe Biden Tells Cornell Seniors: ‰Û÷Go Out and Wake Us Up‰Ûª | The Cornell Daily Sun""",348,0,0,0,0,0
18-24,"""Blocked by Trump on Twitter, Ithacan Sues President and White House Aides | The Cornell Daily Sun""",341,341,0,0,0,0
18-24,"""Cornell Wine Tasting Team Uncorks Big Win | The Cornell Daily Sun""",341,341,0,0,0,0
18-24,"""Ethnic Studies Program Funding Concerns Remain Unresolved by Deans | The Cornell Daily Sun""",341,341,0,0,0,0
18-24,"""LETTER TO THE EDITOR | Finding Common Ground: A Republican and a Democrat on The Sun‰Ûªs comment section | The Cornell Daily Sun""",341,341,0,0,0,0
18-24,"""Preview: Wings Over Ithaca | The Cornell Daily Sun""",341,341,0,0,0,0
18-24,"""Researchers Study the Influence of Social Media on Memory | The Cornell Daily Sun""",341,341,0,0,0,0
25-34,"""Myrick Vows to Protect Minorities, Immigrants in Ithaca | The Cornell Daily Sun""",341,0,341,0,0,0
25-34,"""Temple of Zeus Will Not be Renamed After Petition to ‰Û÷Keep Zeus Zeus!‰Ûª | The Cornell Daily Sun""",341,0,341,0,0,0
35-44,"""LETTER TO THE EDITOR | Cayuga‰Ûªs Waiters Alumni respond to hazing allegations against on-campus group | The Cornell Daily Sun""",341,0,0,0,341,0
35-44,"""Student Assembly Narrowly Votes Down Resolution to Increase Faculty ‰Û÷Ideological Diversity‰Ûª | The Cornell Daily Sun""",341,0,0,0,341,0
45-54,"""Men‰Ûªs Hockey Punches Ticket To Lake Placid With Resilient Game 3 Win | The Cornell Daily Sun""",341,0,0,341,0,0
55-64,"""Cornell Braces for 18 Inches of Snow From Winter Storm Stella | The Cornell Daily Sun""",341,0,0,0,0,341
65+,"""Man Accused of Shooting, Running Over UPS Driver Is in Custody After 5-Hour Standoff | The Cornell Daily Sun""",341,0,0,0,0,0
18-24,"""Black Students United Responds to Controversy Over Demand | The Cornell Daily Sun""",334,334,0,0,0,0
18-24,"""How to Eat Like an Oceanographer | The Cornell Daily Sun""",334,334,0,0,0,0
18-24,"""JONES | Where Eminem, Finally, Draws the Line | The Cornell Daily Sun""",334,334,0,0,0,0
18-24,"""Male Graduate Sues Cornell, Saying Investigator Discriminated Against Him Based on Religion, Ethnicity, Sex | The Cornell Daily Sun""",334,334,0,0,0,0
25-34,"""Cornell Joins 16 Universities in Amicus Brief Rebuking Executive Order Travel Ban | The Cornell Daily Sun""",334,0,334,0,0,0
25-34,"""Cornell Wine Tasting Team Uncorks Big Win | The Cornell Daily Sun""",334,0,334,0,0,0
25-34,"""Cornellians Remember Hierro‰Ûªs Leadership in Latinx and LGBTQ+ Communities | The Cornell Daily Sun""",334,0,334,0,0,0
25-34,"""GUEST ROOM | Let‰Ûªs Get Down to Business | The Cornell Daily Sun""",334,0,334,0,0,0
25-34,"""GUEST ROOM | Varsity Athletics: Is It Worth It? | The Cornell Daily Sun""",334,0,334,0,0,0
25-34,"""HUBSHER | It‰Ûªs Not You, It‰Ûªs Me | The Cornell Daily Sun""",334,0,334,0,0,0
25-34,"""Ithaca Man Found Guilty of Murder on Cornell‰Ûªs Campus | The Cornell Daily Sun""",334,0,334,0,0,0
25-34,"""LETTER TO THE EDITOR | Cayuga‰Ûªs Waiters Alumni respond to hazing allegations against on-campus group | The Cornell Daily Sun""",334,0,334,0,0,0
25-34,"""LETTER TO THE EDITOR | Prof. David Collum, Chemistry, is owed an apology and a retraction | The Cornell Daily Sun""",334,0,334,0,0,0
25-34,"""Students Protest Private Lecture, Calling It a ‰Û÷Safe Space for White Supremacy‰Ûª | The Cornell Daily Sun""",334,0,334,0,0,0
35-44,"""Definitive Rankings of All Eateries on Campus | The Cornell Daily Sun""",334,0,0,0,334,0
35-44,"""How Do the French Stay So Skinny? | The Cornell Daily Sun""",334,0,0,0,334,0
35-44,"""What I Got Out of Get Out | The Cornell Daily Sun""",334,0,0,0,334,0
45-54,"""Arrest Made After Body Found at Cornell Construction Site in Collegetown | The Cornell Daily Sun""",334,0,0,334,0,0
45-54,"""Incoming Cornell Tech Executive-in-Residence to Step Down From Position at Apple | The Cornell Daily Sun""",334,0,0,334,0,0
45-54,"""The Solar Eclipse: What To Expect, Safety Tips, And More | The Cornell Daily Sun""",334,0,0,334,0,0
55-64,"""ICE Agents Arrest Man in Ithaca | The Cornell Daily Sun""",334,0,0,0,0,334
55-64,"""Man Shot on Ithaca Commons After Suspect Fires Into Crowd | The Cornell Daily Sun""",334,0,0,0,0,334
55-64,"""West Campus Residents ‰Û÷Stunned‰Ûª by Use of N-Word at House Dinner | The Cornell Daily Sun""",334,0,0,0,0,334
65+,"""Women‰Ûªs March on Ithaca Draws More than 8,000, Shattering Expectations | The Cornell Daily Sun""",334,0,0,0,0,0
18-24,"""A Series of Unfortunate Events: Not an Unfortunate Watch | The Cornell Daily Sun""",327,327,0,0,0,0
18-24,"""BLAIR | How to Treat a Sunburn | The Cornell Daily Sun""",327,327,0,0,0,0
18-24,"""Cornell Joins 16 Universities in Amicus Brief Rebuking Executive Order Travel Ban | The Cornell Daily Sun""",327,327,0,0,0,0
18-24,"""Cornell Law Graduates Boast Highest Average Salaries, Study Finds | The Cornell Daily Sun""",327,327,0,0,0,0
18-24,"""JAIN | Freshman Advice | The Cornell Daily Sun""",327,327,0,0,0,0
18-24,"""Oishii Bowl Offers Inexpensive Comfort | The Cornell Daily Sun""",327,327,0,0,0,0
18-24,"""Opinion | The Cornell Daily Sun""",327,327,0,0,0,0
18-24,"""Photos: Dragon Day 2017 | The Cornell Daily Sun""",327,327,0,0,0,0
18-24,"""SEX ON THURSDAY | Welcome to my Messed-up Fantasies | The Cornell Daily Sun""",327,327,0,0,0,0
18-24,"""Unfinished Business: After 10 Years in the NHL, Ryan O‰ÛªByrne ‰Ûª07 Returns to Cornell | The Cornell Daily Sun""",327,327,0,0,0,0
25-34,"""70 Cornell Professors Protest Drexel‰Ûªs Suspension of its Professor | The Cornell Daily Sun""",327,0,327,0,0,0
25-34,"""88-year-old Woman Assaulted, Robbed on Easter Sunday, Police Say | The Cornell Daily Sun""",327,0,327,0,0,0
25-34,"""Anti-Semitic Posters Appear on Campus Advertising Apparently Fake Hate Group | The Cornell Daily Sun""",327,0,327,0,0,0
25-34,"""Collegetown Fire Displaces 9 Track and Field Athletes | The Cornell Daily Sun""",327,0,327,0,0,0
25-34,"""Hacker ‰Û÷Rasputin‰Ûª Breaches Cornell, Attempts to Sell Access | The Cornell Daily Sun""",327,0,327,0,0,0
25-34,"""HAGOPIAN | Rest in Power: Significance of a Modern Epitaph | The Cornell Daily Sun""",327,0,327,0,0,0
25-34,"""Man Accused of Shooting, Running Over UPS Driver Is in Custody After 5-Hour Standoff | The Cornell Daily Sun""",327,0,327,0,0,0
25-34,"""Wings Over Ithaca Closes After Over 10 Years in Ithaca | The Cornell Daily Sun""",327,0,327,0,0,0
45-54,"""A Quick Guide to (Some of) the Best Brunch Spots in Ithaca | The Cornell Daily Sun""",327,0,0,327,0,0
45-54,"""Graduate Students Issue Demands to Cornell Administrators | The Cornell Daily Sun""",327,0,0,327,0,0
45-54,"""Pollack Cuts Ties With Nike Citing Failure to Meet Labor Guidelines | The Cornell Daily Sun""",327,0,0,327,0,0
55-64,"""First Chinese-Born NHL Draft Pick Commits to Cornell | The Cornell Daily Sun""",327,0,0,0,0,327
65+,"""Hundreds of Cornellians Walk Out of Class, Protesting Election‰Ûªs ‰Û÷Hate Speech‰Ûª | The Cornell Daily Sun""",327,0,0,0,0,0
18-24,"""Kotlikoff: New Housing Plan Increasing Enrollment Could Drop Cornell‰Ûªs Ranking | The Cornell Daily Sun""",320,320,0,0,0,0
18-24,"""Law School Attracts Fewer Students Due to Economic Downturn | The Cornell Daily Sun""",320,320,0,0,0,0
18-24,"""LETTER TO THE EDITOR | For Some of Us, This Isn‰Ûªt Ideological | The Cornell Daily Sun""",320,320,0,0,0,0
18-24,"""LETTER TO THE EDITOR | In Defense of Campus Diversity | The Cornell Daily Sun""",320,320,0,0,0,0
18-24,"""Letter to the Editor: To my comunidad querida | The Cornell Daily Sun""",320,320,0,0,0,0
18-24,"""Student Assembly Calls on Cornell to Hire First Hindu and Muslim Chaplains, Reduce Exam Conflicts | The Cornell Daily Sun""",320,320,0,0,0,0
18-24,"""Students Clash Over Morality of Meat Consumption | The Cornell Daily Sun""",320,320,0,0,0,0
25-34,"""GUEST ROOM | Fraternity is Not for All | The Cornell Daily Sun""",320,0,320,0,0,0
25-34,"""Letter to the Editor: ILR faculty object to Cornell‰Ûªs coercive conduct prior to CGSU election | The Cornell Daily Sun""",320,0,320,0,0,0
25-34,"""SEX ON THURSDAY | The Six Places You Have to Have Sex Before You Graduate | The Cornell Daily Sun""",320,0,320,0,0,0
35-44,"""161 Things Every Cornellian Should Do | The Cornell Daily Sun""",320,0,0,0,320,0
35-44,"""Panel Addresses Questions, Concerns From DACA Students | The Cornell Daily Sun""",320,0,0,0,320,0
35-44,"""Psi Upsilon Says Its Members Were Not Involved in Collegetown Assault | The Cornell Daily Sun""",320,0,0,0,320,0
35-44,"""Wegmans Hacks: $15 for a Week‰Ûªs Groceries | The Cornell Daily Sun""",320,0,0,0,320,0
45-54,"""3 Cornell Pitchers Selected in 2017 MLB Draft | The Cornell Daily Sun""",320,0,0,320,0,0
45-54,"""Cornell Considering Need-Aware Admissions for Transfers, Additional Controversial Measures | The Cornell Daily Sun""",320,0,0,320,0,0
45-54,"""Man Arrested by ICE in Ithaca Must Remain in Marshals‰Ûª Custody, Judge Rules | The Cornell Daily Sun""",320,0,0,320,0,0
45-54,"""Pirates of the Caribbean 5: Success or Failure? | The Cornell Daily Sun""",320,0,0,320,0,0
45-54,"""Standing Rock Chairman Calls Protests an ‰Û÷Awakening‰Ûª at Cornell | The Cornell Daily Sun""",320,0,0,320,0,0
55-64,"""Former Cornell Fraternity President Pleads Guilty to Misdemeanor After Alleged Sexual Assault in Fraternity Bedroom | The Cornell Daily Sun""",320,0,0,0,0,320
55-64,"""ILR Senior Up for Election in Hometown | The Cornell Daily Sun""",320,0,0,0,0,320
55-64,"""Prosecutor Charges White Cornell Student With Hate Crime for Allegedly Assaulting Black Student | The Cornell Daily Sun""",320,0,0,0,0,320
55-64,"""Wings Over Ithaca to Open in Collegetown This Week | The Cornell Daily Sun""",320,0,0,0,0,320
